,Synset,Hypernym
187,fracción_compuesta.n.01,fracción.n.03
188,fracción_compuesta.n.01,quebrado.n.03
189,certidumbre.n.03,característica.n.01
190,certidumbre.n.03,rasgo.n.01
191,confianza.n.03,característica.n.01
192,confianza.n.03,rasgo.n.01
193,fé.n.03,característica.n.01
194,fé.n.03,rasgo.n.01
195,cola_de_langosta.n.01,langosta.n.01
196,señal.n.01,fianza.n.05
197,señal.n.01,garantía.n.05
198,Pinguinus.n.01,aves.n.01
199,género_Pinguinus.n.01,aves.n.01
200,Salamandra.n.01,anfibios.n.01
201,Salamandra.n.01,género_anfibio.n.01
202,género_Salamandra.n.01,anfibios.n.01
203,género_Salamandra.n.01,género_anfibio.n.01
204,contacto.n.01,interacción.n.01
205,laboratorio.n.01,curro.n.01
206,laboratorio.n.01,lugar_de_trabajo.n.01
207,laboratorio.n.01,tajo.n.01
208,laboratorio.n.01,trabajo.n.01
209,profesor_de_geometría.n.01,profesor_de_matemáticas.n.01
210,salsa_cazador.n.01,aderezo.n.01
211,salsa_cazador.n.01,salsa.n.01
212,homo_sapiens.n.01,hombre.n.02
213,anna.n.01,unidad_monetaria_india.n.01
214,anna.n.01,unidad_monetaria_paquistaní.n.01
215,miasma.n.01,ambiente.n.01
216,miasma.n.01,atmósfera.n.01
217,defensor.n.01,preservador.n.03
218,guardián.n.01,preservador.n.03
219,protector.n.01,preservador.n.03
220,apariencia.n.07,apariencia.n.01
221,apariencia.n.07,aspecto.n.01
222,apariencia.n.07,cara.n.01
223,apariencia.n.07,presencia.n.01
224,aspecto.n.07,apariencia.n.01
225,aspecto.n.07,aspecto.n.01
226,aspecto.n.07,cara.n.01
227,aspecto.n.07,presencia.n.01
228,forma.n.07,apariencia.n.01
229,forma.n.07,aspecto.n.01
230,forma.n.07,cara.n.01
231,forma.n.07,presencia.n.01
232,bielorruso.n.01,europeo.n.01
233,falda_larga.n.01,falda.n.02
234,Callithricidae.n.01,mamíferos.n.01
235,familia_Callithricidae.n.01,mamíferos.n.01
236,Rolaids.n.01,antiácido.n.01
237,Rolaids.n.01,antiácido_gástrico.n.01
238,puesto.n.01,lugar.n.01
239,puesto.n.01,puesto.n.01
240,puesto.n.01,sitio.n.01
241,mantícora.n.01,criatura_mítica.n.01
242,mantícora.n.01,monstruo_mítico.n.01
243,silvina.n.01,mineral.n.01
244,luz.n.03,perspectiva.n.03
245,luz.n.03,visión.n.03
246,héroe.n.02,defensor.n.01
247,héroe.n.02,guardián.n.01
248,héroe.n.02,protector.n.01
249,mansión.n.02,casa.n.01
250,libertarismo.n.01,ideología.n.01
251,movimiento_libertario.n.01,ideología.n.01
252,acariasis.n.01,infestación.n.01
253,acariasis.n.01,plaga.n.01
254,acaridiasis.n.01,infestación.n.01
255,acaridiasis.n.01,plaga.n.01
256,Anolis.n.01,reptiles.n.01
257,género_Anolis.n.01,reptiles.n.01
258,complejo.n.01,preocupación.n.01
259,cuelgue.n.01,preocupación.n.01
260,lío_emocional.n.01,preocupación.n.01
261,herejía.n.02,contenido_mental.n.05
262,cortafuegos.n.01,campo.n.01
263,cortafuegos.n.01,terreno.n.01
264,trapo.n.01,paño.n.01
265,damisela.n.01,perciforme.n.01
266,damisela.n.01,percóideo.n.01
267,damisela.n.01,pez_percóideo.n.01
268,barco_ganadero.n.01,buque_de_carga.n.01
269,barco_ganadero.n.01,embarcación_de_carga.n.01
270,buque_ganadero.n.01,buque_de_carga.n.01
271,buque_ganadero.n.01,embarcación_de_carga.n.01
272,declaración_verdadera.n.03,afirmación.n.01
273,declaración_verdadera.n.03,declaración.n.01
274,verdad.n.03,afirmación.n.01
275,verdad.n.03,declaración.n.01
276,Eurylaimi.n.01,animales.n.01
277,suborden_Eurylaimi.n.01,animales.n.01
278,tantarantán.n.01,tapping.n.01
279,tantarán.n.01,tapping.n.01
280,toc_toc.n.01,tapping.n.01
281,Pluvialis.n.01,aves.n.01
282,género_Pluvialis.n.01,aves.n.01
283,latitud.n.03,línea.n.11
284,latitud.n.03,trazo.n.11
285,paralelo.n.03,línea.n.11
286,paralelo.n.03,trazo.n.11
287,Poeciliidae.n.01,peces.n.01
288,familia_Poeciliidae.n.01,peces.n.01
289,bisel.n.01,borde.n.03
290,chaflán.n.01,borde.n.03
291,gabinete.n.04,aposento.n.01
292,gabinete.n.04,cuarto.n.01
293,gabinete.n.04,habitación.n.01
294,gabinete.n.04,sala.n.01
295,Dendrocolaptes.n.01,aves.n.01
296,género_Dendrocolaptes.n.01,aves.n.01
297,convocatoria.n.02,orden.n.01
298,Colymbiformes.n.01,animales.n.01
299,Podicipitiformes.n.01,animales.n.01
300,orden_Colymbiformes.n.01,animales.n.01
301,orden_Podicipitiformes.n.01,animales.n.01
302,orden_podicipediformes.n.01,animales.n.01
303,podicipediformes.n.01,animales.n.01
304,mezcla.n.01,comida.n.02
305,mezcla.n.01,producto_alimenticio.n.02
306,dibujo.n.03,contacto.n.07
307,daubentonia_madagascariensis.n.01,lemuriformes.n.01
308,corazón.n.02,víscera.n.01
309,unidad_monetaria_yemenita.n.01,unidad_monetaria.n.01
310,unidad_monetaria_yemení.n.01,unidad_monetaria.n.01
311,geógrafo.n.01,experto.n.01
312,precepto.n.05,norma.n.03
313,precepto.n.05,prescripción.n.03
314,precepto.n.05,regla.n.03
315,principio.n.05,norma.n.03
316,principio.n.05,prescripción.n.03
317,principio.n.05,regla.n.03
318,escenarista.n.01,autor.n.01
319,escenarista.n.01,escritor.n.01
320,guionista.n.01,autor.n.01
321,guionista.n.01,escritor.n.01
322,influencia.n.01,poder.n.01
323,influencia.n.01,potencia.n.01
324,influjo.n.01,poder.n.01
325,influjo.n.01,potencia.n.01
326,reptiles.n.01,familia.n.06
327,ganso.n.01,mastuerzo.n.01
328,ganso.n.01,tonto.n.01
329,dibujo_industrial.n.01,dibujo.n.02
330,dibujo_mecánico.n.01,dibujo.n.02
331,aldea.n.02,localidad.n.06
332,aldea.n.02,población.n.06
333,aldea.n.02,pueblo.n.06
334,aldea.n.02,villa.n.06
335,pueblo.n.02,localidad.n.06
336,pueblo.n.02,población.n.06
337,pueblo.n.02,pueblo.n.06
338,pueblo.n.02,villa.n.06
339,aceptación.n.07,adquisición.n.01
340,género_maclura.n.01,dicotiledóneas.n.01
341,maclura.n.01,dicotiledóneas.n.01
342,pino_amarillo.n.01,dicotiledóneas.n.01
343,horario.n.02,lista.n.01
344,horario.n.02,repertorio.n.01
345,cruce.n.03,organismo.n.01
346,cruce.n.03,ser.n.01
347,cruce.n.03,ser_vivo.n.01
348,margen.n.01,cuesta.n.01
349,margen.n.01,falda.n.01
350,margen.n.01,inclinación.n.01
351,margen.n.01,pendiente.n.01
352,orilla.n.01,cuesta.n.01
353,orilla.n.01,falda.n.01
354,orilla.n.01,inclinación.n.01
355,orilla.n.01,pendiente.n.01
356,vera.n.01,cuesta.n.01
357,vera.n.01,falda.n.01
358,vera.n.01,inclinación.n.01
359,vera.n.01,pendiente.n.01
360,huri.n.03,hembra_adulta.n.01
361,huri.n.03,mujer.n.01
362,ninfa.n.03,hembra_adulta.n.01
363,ninfa.n.03,mujer.n.01
364,banco.n.01,asiento.n.03
365,banquillo.n.01,asiento.n.03
366,primo.n.01,voz.n.11
367,base.n.02,suposición.n.02
368,base.n.02,supuesto.n.02
369,fundamento.n.02,suposición.n.02
370,fundamento.n.02,supuesto.n.02
371,heraldo.n.01,indicación.n.01
372,heraldo.n.01,indicio.n.01
373,heraldo.n.01,índice.n.01
374,precursor.n.01,indicación.n.01
375,precursor.n.01,indicio.n.01
376,precursor.n.01,índice.n.01
377,predecesor.n.01,indicación.n.01
378,predecesor.n.01,indicio.n.01
379,predecesor.n.01,índice.n.01
380,presagio.n.01,indicación.n.01
381,presagio.n.01,indicio.n.01
382,presagio.n.01,índice.n.01
383,barra.n.03,herramienta.n.01
384,Coeur_d'Alene.n.01,indio.n.01
385,Coeur_d'Alene.n.01,piel_roja.n.01
386,agencia.n.01,cuerpo_administrativo.n.01
387,agencia.n.01,unidad_administrativa.n.01
388,departamento.n.01,cuerpo_administrativo.n.01
389,departamento.n.01,unidad_administrativa.n.01
390,oficina.n.01,cuerpo_administrativo.n.01
391,oficina.n.01,unidad_administrativa.n.01
392,criatura.n.05,adolescente.n.01
393,criatura.n.05,chavea.n.01
394,criatura.n.05,imberbe.n.01
395,criatura.n.05,joven.n.01
396,criatura.n.05,mozo.n.01
397,criatura.n.05,muchacho.n.01
398,criatura.n.05,pollo.n.01
399,criatura.n.05,zagal.n.01
400,Sorex.n.01,mamíferos.n.01
401,género_Sorex.n.01,mamíferos.n.01
402,parcelación.n.01,división.n.03
403,parcelación.n.01,partición.n.03
404,tormenta.n.02,agitación.n.03
405,tormenta.n.02,alboroto.n.03
406,tormenta.n.02,confusión.n.03
407,tormenta.n.02,conmoción.n.03
408,tormenta.n.02,disturbio.n.03
409,tormenta.n.02,lío.n.03
410,tormenta.n.02,movida.n.03
411,tormenta.n.02,quehacer.n.03
412,tormenta.n.02,revoloteo.n.03
413,tormenta.n.02,ruido.n.03
414,tormenta.n.02,ruptura.n.03
415,tormenta.n.02,trastorno.n.03
416,Poulette.n.01,aderezo.n.01
417,Poulette.n.01,salsa.n.01
418,burbujeante.n.01,vino.n.01
419,espumante.n.01,vino.n.01
420,vino_espumoso.n.01,vino.n.01
421,disafia.n.01,desorden.n.01
422,mengua.n.01,aminoración.n.01
423,mengua.n.01,baja.n.01
424,mengua.n.01,caída.n.01
425,mengua.n.01,descenso.n.01
426,mengua.n.01,disminución.n.01
427,mengua.n.01,mengua.n.01
428,mengua.n.01,rebaja.n.01
429,mengua.n.01,reducción.n.01
430,editor.n.02,profesional.n.01
431,balada.n.02,poema.n.01
432,balada.n.02,poesía.n.01
433,balada.n.02,verso.n.01
434,romance.n.02,poema.n.01
435,romance.n.02,poesía.n.01
436,romance.n.02,verso.n.01
437,griego.n.02,europeo.n.01
438,años_1960.n.01,decada.n.01
439,años_1960.n.01,decenio.n.01
440,años_1960.n.01,década.n.01
441,agricultura.n.01,cultivo.n.02
442,agricultura.n.01,labor.n.02
443,explotación.n.01,cultivo.n.02
444,explotación.n.01,labor.n.02
445,polisemia.n.01,ambigüedad.n.02
446,contrato_de_seguro.n.01,protección.n.02
447,contrato_de_seguro.n.01,seguridad.n.02
448,contrato_de_seguro.n.01,seguro.n.02
449,seguro.n.01,protección.n.02
450,seguro.n.01,seguridad.n.02
451,seguro.n.01,seguro.n.02
452,mención.n.01,comentario.n.01
453,mención.n.01,consideración.n.01
454,mención.n.01,juicio.n.01
455,mención.n.01,observación.n.01
456,referencia.n.01,comentario.n.01
457,referencia.n.01,consideración.n.01
458,referencia.n.01,juicio.n.01
459,referencia.n.01,observación.n.01
460,scam.n.01,engaño.n.01
461,scam.n.01,fraude.n.01
462,esclavo_de_galera.n.01,esclavo.n.01
463,razón.n.06,evidencia.n.01
464,razón.n.06,hecho.n.01
465,razón.n.06,prueba.n.01
466,programa_de_servicio.n.01,programa.n.07
467,utilidad.n.01,programa.n.07
468,speakeasy.n.01,bar.n.01
469,speakeasy.n.01,taberna.n.01
470,taberna_clandestina.n.01,bar.n.01
471,taberna_clandestina.n.01,taberna.n.01
472,lobelia.n.01,herbácea.n.01
473,lobelia.n.01,hierba.n.01
474,dinastía.n.01,familia.n.04
475,dinastía.n.01,linaje.n.04
476,tiempo.n.05,atributo.n.02
477,tiempo.n.05,característica.n.02
478,tiempo.n.05,rasgo.n.02
479,memoria_flash.n.01,memoria_no_volátil.n.01
480,estanque.n.01,excavación.n.03
481,Anthidium.n.01,artrópodos.n.01
482,género_Anthidium.n.01,artrópodos.n.01
483,cambio_de_estado.n.01,cambio.n.03
484,albayalde.n.01,pigmento.n.01
485,arcadio.n.01,griego.n.02
486,terapia.n.01,asistencia_médica.n.01
487,terapia.n.01,atención_médica.n.01
488,tratamiento.n.01,asistencia_médica.n.01
489,tratamiento.n.01,atención_médica.n.01
490,fórmula.n.03,afirmación.n.01
491,fórmula.n.03,declaración.n.01
492,polo.n.03,apreciación.n.01
493,polo.n.03,opinión.n.01
494,polo.n.03,parecer.n.01
495,polo.n.03,visión.n.01
496,defensa_comercial.n.06,imposición.n.01
497,protección.n.06,imposición.n.01
498,virtuoso.n.02,músico.n.02
499,paréntesis.n.02,signo_de_puntuación.n.02
500,precipitación.n.02,desplazamiento.n.06
501,precipitación.n.02,movimiento.n.06
502,precipitación.n.02,traslado.n.06
503,prisa.n.02,desplazamiento.n.06
504,prisa.n.02,movimiento.n.06
505,prisa.n.02,traslado.n.06
506,urgencia.n.02,desplazamiento.n.06
507,urgencia.n.02,movimiento.n.06
508,urgencia.n.02,traslado.n.06
509,estado_del_bienestar.n.01,estado.n.03
510,ayudante.n.01,trabajador.n.01
511,bote.n.02,contenedor.n.01
512,delincuente_primerizo.n.01,condenado.n.02
513,Papio.n.01,mamíferos.n.01
514,género_Papio.n.01,mamíferos.n.01
515,capellán_de_cárcel.n.01,capellán.n.01
516,capellán_de_cárcel.n.01,párroco.n.01
517,Oestrus.n.02,artrópodos.n.01
518,género_Oestrus.n.02,artrópodos.n.01
519,paeoniaceae.n.01,flor.n.01
520,astucia.n.01,ardid.n.03
521,astucia.n.01,artilugio.n.03
522,astucia.n.01,artimaña.n.03
523,astucia.n.01,truco.n.03
524,greca.n.03,armadura.n.03
525,greca.n.03,armazón.n.03
526,greca.n.03,carcasa.n.03
527,acompañante.n.01,amigo.n.01
528,compañera.n.01,amigo.n.01
529,compañero.n.01,amigo.n.01
530,abertura.n.01,espacio.n.02
531,apertura.n.01,espacio.n.02
532,claro.n.01,espacio.n.02
533,conservación_del_petróleo.n.01,conservación.n.02
534,Dacelo.n.01,aves.n.01
535,género_Dacelo.n.01,aves.n.01
536,Parascalops.n.01,mamíferos.n.01
537,género_Parascalops.n.01,mamíferos.n.01
538,nitrogenasa.n.01,enzima.n.01
539,administración.n.01,cargo.n.06
540,administración.n.01,oficina.n.06
541,administración.n.01,posición.n.06
542,administración.n.01,puesto.n.06
543,chisporroteo.n.01,ruido.n.01
544,chorreo.n.01,ruido.n.01
545,pulverización_catódica.n.01,ruido.n.01
546,salpicadura.n.01,ruido.n.01
547,vinilo.n.02,plástico.n.01
548,apropiación_indebida.n.02,adopción.n.01
549,exploración.n.02,busca.n.01
550,exploración.n.02,búsqueda.n.01
551,capítulo.n.05,episodio.n.01
552,Royal_Academy.n.01,academia.n.02
553,ejecución.n.01,actuación.n.01
554,ejecución.n.01,ejecución.n.01
555,ejecución.n.01,f.n.01
556,ejecución.n.01,función.n.01
557,ejecución.n.01,interpretación.n.01
558,ejecución.n.01,presentación.n.01
559,ejecución.n.01,presentación_publica.n.01
560,ejecución.n.01,realización.n.01
561,ejecución.n.01,representación.n.01
562,ejecución.n.01,sesión.n.01
563,función.n.01,actuación.n.01
564,función.n.01,ejecución.n.01
565,función.n.01,f.n.01
566,función.n.01,función.n.01
567,función.n.01,interpretación.n.01
568,función.n.01,presentación.n.01
569,función.n.01,presentación_publica.n.01
570,función.n.01,realización.n.01
571,función.n.01,representación.n.01
572,función.n.01,sesión.n.01
573,interpretación.n.01,actuación.n.01
574,interpretación.n.01,ejecución.n.01
575,interpretación.n.01,f.n.01
576,interpretación.n.01,función.n.01
577,interpretación.n.01,interpretación.n.01
578,interpretación.n.01,presentación.n.01
579,interpretación.n.01,presentación_publica.n.01
580,interpretación.n.01,realización.n.01
581,interpretación.n.01,representación.n.01
582,interpretación.n.01,sesión.n.01
583,presentación.n.01,actuación.n.01
584,presentación.n.01,ejecución.n.01
585,presentación.n.01,f.n.01
586,presentación.n.01,función.n.01
587,presentación.n.01,interpretación.n.01
588,presentación.n.01,presentación.n.01
589,presentación.n.01,presentación_publica.n.01
590,presentación.n.01,realización.n.01
591,presentación.n.01,representación.n.01
592,presentación.n.01,sesión.n.01
593,realización.n.01,actuación.n.01
594,realización.n.01,ejecución.n.01
595,realización.n.01,f.n.01
596,realización.n.01,función.n.01
597,realización.n.01,interpretación.n.01
598,realización.n.01,presentación.n.01
599,realización.n.01,presentación_publica.n.01
600,realización.n.01,realización.n.01
601,realización.n.01,representación.n.01
602,realización.n.01,sesión.n.01
603,listeria.n.01,eubacteria.n.01
604,ácido_aminobenzoico.n.01,ácido.n.01
605,maquiavelista.n.01,partidario.n.01
606,maquiavelista.n.01,seguidor.n.01
607,mierda.n.01,excremento.n.01
608,rombencéfalo.n.01,estructura_neurológica.n.01
609,perspectiva.n.01,actitud.n.12
610,perspectiva.n.01,posición.n.12
611,perspectiva.n.01,postura.n.12
612,visión.n.01,actitud.n.12
613,visión.n.01,posición.n.12
614,visión.n.01,postura.n.12
615,&.n.01,signo_de_puntuación.n.02
616,Cinclidae.n.01,aves.n.01
617,familia_Cinclidae.n.01,aves.n.01
618,renovación.n.02,repetición.n.02
619,paregórico.n.01,fármaco.n.02
620,paregórico.n.01,medicamento.n.02
621,paregórico.n.01,medicina.n.02
622,camarada.n.04,amigo.n.01
623,pista.n.03,base.n.01
624,pista.n.03,evidencia.n.01
625,pista.n.03,fundamento.n.01
626,rastro.n.03,base.n.01
627,rastro.n.03,evidencia.n.01
628,rastro.n.03,fundamento.n.01
629,Phalacrocorax.n.01,aves.n.01
630,género_Phalacrocorax.n.01,aves.n.01
631,vena_pilórica.n.01,vena.n.01
632,vena_prepilórica.n.01,vena.n.01
633,libertad.n.03,libertad.n.01
634,satélite.n.01,equipamiento.n.01
635,satélite.n.01,equipo.n.01
636,escenario.n.03,entarimado.n.01
637,escenario.n.03,plataforma.n.01
638,escenario.n.03,tarima.n.01
639,arterias_comunicantes.n.01,arteria.n.01
640,instalación.n.01,artefacto.n.01
641,servicio.n.01,artefacto.n.01
642,charla.n.01,discurso.n.03
643,conferencia.n.01,discurso.n.03
644,lectura.n.01,discurso.n.03
645,lectura_pública.n.01,discurso.n.03
646,zumo_de_papaya.n.01,jugo.n.01
647,zumo_de_papaya.n.01,zumo.n.01
648,cosa.n.01,entidad_física.n.01
649,objeto.n.01,entidad_física.n.01
650,objeto_físico.n.01,entidad_física.n.01
651,objeto_inanimado.n.01,entidad_física.n.01
652,imágenes_prediseñadas.n.01,grafismo_por_ordenador.n.01
653,imágenes_prediseñadas.n.01,informática_gráfica.n.01
654,ambiente.n.04,condiciones.n.01
655,ambiente.n.04,condición_atmosférica.n.01
656,ambiente.n.04,tiempo.n.01
657,ambiente.n.04,tiempo_atmosférico.n.01
658,atmósfera.n.04,condiciones.n.01
659,atmósfera.n.04,condición_atmosférica.n.01
660,atmósfera.n.04,tiempo.n.01
661,atmósfera.n.04,tiempo_atmosférico.n.01
662,largo_tiempo.n.15,secuencia.n.02
663,largo_tiempo.n.15,secuencia_cronológica.n.02
664,largo_tiempo.n.15,serie.n.02
665,largo_tiempo.n.15,sucesión.n.02
666,un_largo_tiempo.n.15,secuencia.n.02
667,un_largo_tiempo.n.15,secuencia_cronológica.n.02
668,un_largo_tiempo.n.15,serie.n.02
669,un_largo_tiempo.n.15,sucesión.n.02
670,abismo.n.01,fosa.n.01
671,iglesia.n.02,templo.n.01
672,polaco.n.04,eslavo.n.01
673,polaco.n.04,eslavónico.n.01
674,polaco.n.04,lengua_eslava.n.01
675,polaco.n.04,lengua_eslavónica.n.01
676,restaurador.n.01,amo.n.01
677,restaurador.n.01,dueña.n.01
678,restaurador.n.01,dueño.n.01
679,restaurador.n.01,propietario.n.01
680,transcripción.n.01,blanco_y_negro.n.01
681,transcripción.n.01,comunicación_escrita.n.01
682,transcripción.n.01,lenguaje_escrito.n.01
683,poro.n.01,abertura.n.01
684,poro.n.01,orificio.n.01
685,poro.n.01,puerta.n.01
686,puma_yagouaroundi.n.01,felis_silvestris.n.03
687,multiplicidad.n.03,costumbre.n.01
688,multiplicidad.n.03,hábito.n.01
689,multiplicidad.n.03,práctica.n.01
690,alcalde.n.01,juez.n.01
691,alcalde.n.01,magistrado.n.01
692,alcalde.n.01,togado.n.01
693,alcalde.n.01,alcalde.n.01
694,escritura_de_renuncia.n.01,compraventa.n.01
695,escritura_de_renuncia.n.01,contrato_de_compraventa.n.01
696,bienestar.n.01,felicidad.n.02
697,confort.n.01,felicidad.n.02
698,estay_mayor.n.03,puntal.n.01
